txtNo,portId,portrank,portrank2,issueddate,highPrice,loPrice,lastPrice,frekuensi,volumeTrans,valueTrans,WAPPrice,coupon,YTMValue,MDValue
"556051","SIDILD01CN2","irA-","NIG","2024-09-30","102.83000","101.53000","101.54000","4","170","172.618","101.5400","10.50000","8.69884398633386","0.8464116610518542"
"556052","SMADMF05ACN3","idAAA(sy)","A","2024-09-30","99.93000","99.88000","99.93000","2","1","0.9993000000000001","99.9300","0.00000","0.11303798592731476","0.6193901808449397"
"556053","SMMA02DCN2","irAA","NIG","2024-09-30","100.02000","100.00000","100.02000","7","8.874","8.8757748","100.0200","9.75000","9.739255056276313","2.481451516933301"
"556054","SMMA03CN1","irAA","NIG","2024-09-30","112.91000","112.90000","112.91000","2","12","13.5492","112.9100","10.00000","6.664182095128657","3.607820565679142"
"556055","SMPIDL02A","idA(sy)","A","2024-09-30","100.00000","99.99000","100.00000","2","4","4","100.0000","8.25000","8.240837192363305","0.2746164725140894"
"556056","SMRA04BCN3","idA+","A","2024-09-30","103.60000","103.60000","103.60000","1","0.05","0.0518","103.6000","9.30000","8.361057992492084","3.7612265341535283"
"556057","SMWIKA02ACN2","idBBB-(sy)","BBB","2024-09-30","97.21000","97.20000","97.21000","4","169.2","164.47931999999997","97.2100","6.50000","14.08838464219732","0.3661838763307539"
"556058","SPSMFBTN06A","idAAA(sf)","AAA","2024-09-30","100.57000","100.07000","100.57000","2","0.001","0.0010057","100.5700","6.50000","6.406142326864758","5.979737739469426"
"556059","SPSMFBTN07A","idAAA(sf)","AAA","2024-09-30","100.00000","100.00000","100.00000","3","0.015","0.015","100.0000","7.70000","7.699803484027255","6.4676493354185896"
"556060","TPIA03BCN3","idAA-","AA","2024-09-30","102.43000","102.38000","102.43000","2","10","10.243000000000002","102.4300","8.50000","6.823405119549082","1.412832782255893"
"556061","TYRO01A","idAAA(sf)","AAA","2024-09-30","99.65000","99.64000","99.65000","2","260","259.09","99.6500","5.50000","6.309026039722529","0.42939030426770536"
"556062","VOKS02CN1","irA-","NIG","2024-09-30","108.61000","108.60000","108.61000","2","38","41.271800000000006","108.6100","10.60000","6.048349066558827","1.7901327634766695"
"556063","WIKA02ACN2","idBBB-","BBB","2024-09-30","98.66000","98.66000","98.66000","1","27","26.638199999999998","98.6600","6.50000","10.095752930198618","0.36978665667455696"
"556064","WISL01B","idA","A","2024-09-30","100.46000","100.37000","100.38000","4","150.2","150.77075999999997","100.3800","7.75000","7.2786502116313825","0.8050979972689365"
"556065","WISL02C","idA","A","2024-09-30","105.07000","105.05000","105.07000","3","10","10.506999999999998","105.0700","8.50000","6.987361965081007","3.2490045647340327"
"556066","FR0040","-","-","2024-09-30","106.75000","104.45000","104.45000","84","96.697","101.0000165","104.4500","11.00000","6.141873711885271","0.9052665753661394"
"556067","FR0042","-","-","2024-09-30","111.60000","110.00000","111.58000","10","40.03","44.665474","111.5800","10.25000","5.696468442393624","2.4018636814202807"
"556068","FR0056","-","-","2024-09-30","105.46000","102.00000","104.12000","17","177.379","184.6870148","104.1200","8.37500","6.1085276897676675","1.7892294048793869"
"556069","FR0059","-","-","2024-09-30","103.70000","101.04000","102.07000","16","214.015","218.44511049999997","102.0700","7.00000","6.130128750336725","2.3148548578917283"
"556070","FR0062","-","-","2024-09-30","100.20000","95.00000","95.00000","23","11.367","10.79865","95.0000","6.37500","6.86938862409327","9.958360533312375"
"556071","FR0064","-","-","2024-09-30","101.50000","97.35000","99.83000","42","193.95","193.620285","99.8300","6.12500","6.175326780127179","3.1355881594041732"
"556072","FR0065","-","-","2024-09-30","103.25000","99.20000","101.00000","56","154.766","156.31366","101.0000","6.62500","6.470376045702904","6.352393098878963"
"556073","FR0068","-","-","2024-09-30","114.90000","111.00000","114.05000","15","108.199","123.40095949999998","114.0500","8.37500","6.373552014278659","6.676943064520219"
"556074","FR0071","-","-","2024-09-30","112.40000","110.10000","110.84000","13","78.562","87.0781208","110.8400","9.00000","6.179921726663004","3.683823266183363"
"556075","FR0072","-","-","2024-09-30","113.75000","112.50000","112.85000","15","82.752","93.38563199999999","112.8500","8.25000","6.644332165245488","7.483630551144557"
"556076","FR0073","-","-","2024-09-30","112.80000","111.90000","112.80000","17","23.849","26.901671999999998","112.8000","8.75000","6.350588137331105","4.958812726887965"
"556077","FR0074","-","-","2024-09-30","106.75000","104.65000","106.75000","11","27.81","29.687174999999996","106.7500","7.50000","6.393876020064729","5.912729295372748"
"556078","FR0075","-","-","2024-09-30","107.85000","105.90000","107.18000","22","348.57","373.597326","107.1800","7.50000","6.687483293515366","8.431850897098554"
"556079","FR0076","-","-","2024-09-30","108.00000","104.75000","107.60000","49","213.964","230.22526399999998","107.6000","7.37500","6.727276832654228","11.25645293826522"
"556080","FR0079","-","-","2024-09-30","116.90000","114.00000","114.80000","19","248.549","285.334252","114.8000","8.37500","6.759905947608663","8.495648662844976"
"556081","FR0080","-","-","2024-09-30","108.25000","104.94000","107.84000","22","107.941","116.4035744","107.8400","7.50000","6.471818860599942","7.290520577124506"
"556082","FR0082","-","-","2024-09-30","104.75000","101.25000","103.45000","27","74.445","77.0133525","103.4500","7.00000","6.2958250989421485","4.827328663823669"
"556083","FR0083","-","-","2024-09-30","109.70000","105.88000","107.20000","56","273.678","293.38281600000005","107.2000","7.50000","6.744642704863979","9.043963824525035"
"556084","FR0086","-","-","2024-09-30","100.75000","98.45000","98.45000","56","157.87","155.42301500000002","98.4500","5.50000","6.571735692319823","1.41472464532697"
"556085","FR0087","-","-","2024-09-30","102.50000","97.55000","100.95000","84","1312.389","1324.8566955","100.9500","6.50000","6.314845149384054","5.123067089580945"
"556086","FR0090","-","-","2024-09-30","99.80000","96.75000","97.84000","47","121.409","118.78656560000002","97.8400","5.12500","6.053652840081934","2.287720557294471"
"556087","FR0092","-","-","2024-09-30","105.50000","102.00000","103.96000","53","440.789","458.24424439999996","103.9600","7.12500","6.737315944607287","9.938029679485902"
"556088","FR0093","-","-","2024-09-30","102.25000","95.50000","97.50000","59","24.184","23.5794","97.5000","6.37500","6.667056883584352","8.478493675107279"
"556089","FR0095","-","-","2024-09-30","110.88000","99.80000","101.00000","16","65.631","66.28730999999999","101.0000","6.37500","6.07884479482712","3.3683597207110827"
"556090","FR0096","-","-","2024-09-30","105.00000","102.20000","103.81000","53","1129.554","1172.5900074","103.8100","7.00000","6.403549004040669","6.263932083233109"
"556091","FR0098","-","-","2024-09-30","105.61000","102.90000","104.24000","52","1400.503","1459.8843272","104.2400","7.12500","6.647283000051993","8.61357723586848"
"556092","FR0101","-","-","2024-09-30","103.50000","101.65000","102.75000","35","725.907","745.8694425","102.7500","6.87500","6.170360322632539","3.7519405456177224"
"556093","FR0103","-","-","2024-09-30","103.25000","101.40000","102.16000","37","1159.54","1184.5860639999999","102.1600","6.75000","6.467132040085562","7.521485679615813"
"556094","FR0104","-","-","2024-09-30","101.85000","101.40000","101.59000","20","1540.501","1564.9949659","101.5900","6.50000","6.166823276990525","4.717277914389285"
"556095","ORI020","-","-","2024-09-30","100.75000","99.83000","99.95000","20","1.713","1.7121435000000003","99.9500","4.95000","6.035874942867745","0.03978298106457582"
"556096","ORI021","-","-","2024-09-30","100.85000","97.00000","99.20000","65","20.297","20.134624000000002","99.2000","4.90000","7.046545606345149","0.3622373886043794"
"556097","ORI022","-","-","2024-09-30","101.50000","97.40000","98.75000","40","9.973","9.848337500000001","98.7500","5.95000","7.213913678969663","0.9629143678804727"
"556098","ORI023T3","-","-","2024-09-30","100.75000","97.00000","99.40000","40","24.86","24.710840000000005","99.4000","5.90000","6.252753854693075","1.6543893643389056"
"556099","ORI023T6","-","-","2024-09-30","100.25000","96.20000","97.75000","27","2.463","2.4075825","97.7500","6.10000","6.653177149824037","4.031910817407238"
"556100","ORI024T3","-","-","2024-09-30","101.25000","97.00000","99.00000","48","4.967","4.91733","99.0000","6.10000","6.629921891004213","1.835452782661664"
"556101","ORI024T6","-","-","2024-09-30","100.25000","97.20000","100.25000","12","0.199","0.19949750000000002","100.2500","6.35000","6.290487526389994","4.13930963555545"
"556102","ORI025T3","-","-","2024-09-30","101.40000","97.25000","101.20000","67","10.772","10.901264000000001","101.2000","6.25000","5.69887256551679","2.1673228569623713"
"556103","ORI025T6","-","-","2024-09-30","102.50000","97.20000","101.30000","21","2.047","2.073611","101.3000","6.40000","6.110615345945285","4.466552707892149"
"556104","PBS003","-","-","2024-09-30","100.70000","98.10000","100.70000","50","41.929","42.222503","100.7000","6.00000","5.665061718695761","2.0907204675861486"
"556105","PBS004","-","-","2024-09-30","99.25000","94.00000","98.25000","65","230.971","226.9290075","98.2500","6.10000","6.304751598571978","8.493522146099632"
"556106","PBS026","-","-","2024-09-30","100.00000","99.45000","99.85000","16","1.094","1.092359","99.8500","6.62500","9.996016793200122","0.03903274660465291"
"556107","PBS029","-","-","2024-09-30","100.30000","96.70000","98.00000","21","73.706","72.23188","98.0000","6.37500","6.662850718033213","6.969038634579023"
"556108","PBS030","-","-","2024-09-30","99.65000","98.56000","99.00000","13","365.905","362.24594999999994","99.0000","5.87500","6.171636115838909","3.3087889555625862"
"556109","PBS033","-","-","2024-09-30","101.50000","96.38000","100.50000","39","5.88","5.9094","100.5000","6.75000","6.705645380723619","11.343237159410641"
"556110","PBS034","-","-","2024-09-30","100.00000","98.10000","100.00000","11","14.5","14.5","100.0000","6.50000","6.498653715572429","9.208222825596451"
"556111","PBS037","-","-","2024-09-30","103.00000","98.47000","102.50000","13","0.192","0.1968","102.5000","6.87500","6.560708395391439","7.8770506480642455"
"556112","SPSMFBRIS01A","idAAA(sf)(sy)","NIG","2024-09-30","100.96000","100.00000","100.96000","16","0.744","0.7511424","100.9600","7.00000","6.903533899858688","9.84238693389222"
"556113","SPSMFBTN08A","idAAA(sf)","AAA","2024-09-30","100.58000","99.04000","100.58000","12","0.108","0.10862639999999998","100.5800","0.00000","0","0"
"556114","SR016","-","-","2024-09-30","100.80000","97.20000","100.80000","45","22.537","22.717295999999997","100.8000","4.95000","3.117773539957789","0.4379246320637491"
"556115","SR017","-","-","2024-09-30","101.30000","97.70000","99.20000","74","41.6","41.2672","99.2000","5.90000","6.783134076349697","0.8998454910083081"
"556116","SR018T3","-","-","2024-09-30","101.30000","97.00000","99.10000","36","7.096","7.0321359999999995","99.1000","6.25000","6.9114177743655665","1.3527791445042276"
"556117","SR018T5","-","-","2024-09-30","102.80000","97.70000","99.65000","20","3.321","3.3093765000000004","99.6500","6.40000","6.513417059653961","3.035967636448098"
"556118","SR019T3","-","-","2024-09-30","100.90000","97.20000","98.85000","48","8.455","8.3577675","98.8500","5.95000","6.587067381611327","1.7998831013411296"
"556119","SR019T5","-","-","2024-09-30","101.00000","96.00000","101.00000","28","1.682","1.69882","101.0000","6.10000","5.811453484482954","3.4559612383585225"
"556120","SR020T3","-","-","2024-09-30","101.65000","97.45000","99.95000","66","6.365","6.361817500000001","99.9500","6.30000","6.320245228669517","2.226260904403833"
"556121","SR020T5","-","-","2024-09-30","101.30000","97.45000","101.30000","25","4.474","4.5321620000000005","101.3000","6.40000","6.060759266372427","3.8136477089616716"
"556122","FR0081","-","-","2024-09-30","104.06000","99.25000","100.45000","138","1233.56","1239.11102","100.4500","6.50000","5.825095232251724","0.6723782616084923"
"556123","FR0088","-","-","2024-09-30","100.50000","95.16000","99.00000","102","52.35","51.8265","99.0000","6.25000","6.371027882455994","8.047775950289376"
"556124","FR0089","-","-","2024-09-30","103.70000","98.00000","102.00000","106","37.077","37.81854","102.0000","6.87500","6.712475702557807","12.21613689461638"
"556125","FR0091","-","-","2024-09-30","101.90000","97.00000","98.50000","193","1822.737","1795.395945","98.5000","6.37500","6.630309388469037","5.724988507143269"
"556126","FR0097","-","-","2024-09-30","106.30000","101.77000","103.79000","109","460.377","477.8252883","103.7900","7.12500","6.763545194007333","10.21147186840185"
"556127","FR0100","-","-","2024-09-30","103.05000","99.50000","101.36000","171","2224.106","2254.3538416","101.3600","6.62500","6.42819863366101","6.870891826424414"
"556128","FR0102","-","-","2024-09-30","103.50000","98.65000","101.65000","132","107.191","108.9596515","101.6500","6.87500","6.744720624131656","12.555262065335546"
"556129","PBS032","-","-","2024-09-30","99.00000","97.20000","97.90000","481","88.569","86.709051","97.9000","4.87500","6.12568488940212","1.6684495484041881"
"556130","PBS036","-","-","2024-09-30","100.70000","98.20000","99.50000","121","71.554","71.19623","99.5000","5.37500","5.961150106946561","0.8369324152022876"
"556131","PBS038","-","-","2024-09-30","101.40000","99.40000","100.26000","193","841.638","843.8262588000001","100.2600","6.87500","6.852014287811421","11.685402994808314"
"556132","ASDF06BCN3","AAA(idn)","A","2024-10-01","100.70000","100.69000","100.70000","2","4","4.0280000000000005","100.7000","6.55000","6.250966077490726","2.313439798733195"
"556133","BBIA01SBCN2","AA(idn)","AA","2024-10-01","100.09000","100.08000","100.09000","2","10","10.009","100.0900","9.25000","7.0391931824599965","0.04272636306064568"
"556134","BBRI02DCN2","idAAA","AAA","2024-10-01","106.30000","106.30000","106.30000","1","0.1","0.1063","106.3000","8.80000","6.090730398281921","2.2264955123184627"
"556135","BBRI02ECN1","idAAA","AAA","2024-10-01","105.75000","105.75000","105.75000","1","0.1","0.10575000000000001","105.7500","8.90000","6.047800313230158","1.9581292183656367"
"556136","BCAP04ACN2","idBBB+","BBB","2024-10-01","100.00000","100.00000","100.00000","7","57.34","57.34","100.0000","10.25000","10.2453785568797","0.7244790048631862"
"556137","BFIN06ACN1","AA-(idn)","AA","2024-10-01","100.02000","100.02000","100.02000","1","21.62","21.624324","100.0200","6.60000","6.578809405469394","0.9552376494517274"
"556138","BFIN06CCN1","AA-(idn)","AA","2024-10-01","100.02000","100.02000","100.02000","1","40.645","40.65312900000001","100.0200","6.90000","6.8921880228881545","2.672924655945962"
"556139","BJBR01BCN3","idAA","AA","2024-10-01","100.06000","100.06000","100.06000","2","9.3","9.30558","100.0600","8.50000","7.074379747921878","0.045392836761202586"
"556140","BRPT02ACN2","idA+","A","2024-10-01","100.59000","100.58000","100.59000","2","18","18.1062","100.5900","8.50000","7.287655088792394","0.4859593984571752"
"556141","BRPT03BCN3","IdA+","A","2024-10-01","102.25000","102.24000","102.25000","2","2","2.045","102.2500","9.00000","8.42354185060776","3.803980410885355"
"556142","BVIC02SBCN1","idBBB","BBB","2024-10-01","104.30000","104.30000","104.30000","1","0.005","0.005215","104.3000","11.75000","9.053045690518282","1.5669491054714126"
"556143","BVIC03SBCN1","idBBB","BBB","2024-10-01","102.00000","100.00000","102.00000","7","60","61.2","102.0000","10.75000","10.214978171812312","3.6320271575974705"
"556144","FIFA06BCN4","idAAA","AAA","2024-10-01","101.75000","101.75000","101.75000","1","0.5","0.50875","101.7500","6.90000","6.241093635181167","2.628605096110929"
"556145","FR0042","-","-","2024-10-01","111.58000","110.18000","111.58000","5","0.042","0.046863600000000005","111.5800","10.25000","5.692623226249227","2.399284272338199"
"556146","FR0047","-","-","2024-10-01","111.25000","111.25000","111.25000","1","0.05","0.055625","111.2500","10.00000","6.243959594501369","2.849645725613682"
"556147","FR0050","-","-","2024-10-01","134.63000","134.60000","134.63000","2","0.878","1.1820514","134.6300","10.50000","6.627470321998219","8.041781571020156"
"556148","FR0052","-","-","2024-10-01","121.51000","119.25000","121.51000","9","118.664","144.1886264","121.5100","10.50000","6.085678871239062","4.483869304820488"
"556149","FR0054","-","-","2024-10-01","117.80000","116.05000","116.05000","3","0.007","0.0081235","116.0500","9.50000","6.531555844125779","5.035341126882996"
"556150","FR0058","-","-","2024-10-01","110.62000","110.62000","110.62000","1","86.3","95.46506","110.6200","8.25000","6.474967605014857","5.647555691254731"
"556151","FR0073","-","-","2024-10-01","113.61000","111.90000","112.80000","5","25.164","28.384992","112.8000","8.75000","6.349883484652033","4.9562272791678215"
"556152","FR0074","-","-","2024-10-01","106.90000","105.75000","106.13000","8","2.555","2.7116215","106.1300","7.50000","6.491318311859154","5.901471930524949"
"556153","FR0078","-","-","2024-10-01","110.00000","107.80000","110.00000","2","5.44","5.984000000000001","110.0000","8.25000","5.7527091477544205","3.7572529727109925"
"556154","INKP02CCN1","idA+","A","2024-10-01","101.25000","101.25000","101.25000","2","0.021","0.021262500000000004","101.2500","10.00000","9.306778248691645","1.7940997524004183"
"556155","INKP03BCN1","idA+","A","2024-10-01","102.43000","102.41000","102.43000","2","6","6.1458","102.4300","9.50000","6.515838550311084","0.7983887745992352"
"556156","INKP04BCN3","idA+","A","2024-10-01","101.50000","100.00000","101.50000","2","0.2","0.203","101.5000","10.25000","9.463138122914781","1.8837809118269073"
"556157","LPPI01BCN2","idA","A","2024-10-01","101.14000","101.12000","101.14000","2","6","6.0684000000000005","101.1400","9.50000","7.385257566612766","0.5301548295141172"
"556158","LPPI02BCN3","idA","A","2024-10-01","101.50000","100.75000","101.01000","5","15","15.1515","101.0100","10.75000","10.284243552438955","2.160339566472451"
"556159","LTLS03ACN2","idA","A","2024-10-01","100.15000","100.14000","100.15000","2","13","13.0195","100.1500","9.00000","7.581631668354108","0.11200743695483874"
"556160","MDKA03BCN1","idA+","A","2024-10-01","100.02000","100.02000","100.02000","1","50","50.01","100.0200","7.80000","7.744706654187322","0.42382604600949214"
"556161","MDKA04ACN6","IdA+","A","2024-10-01","99.97000","99.95000","99.97000","2","4","3.9988","99.9700","7.25000","7.28188409601416","0.8094156903741698"
"556162","MDKA04BCN3","idA+","A","2024-10-01","98.00000","98.00000","98.00000","1","0.4","0.392","98.0000","8.00000","9.189264613879825","1.6702651936536694"
"556163","OPPM01AGNCN1","idA+","A","2024-10-01","99.94000","99.94000","99.94000","2","8","7.9952","99.9400","6.50000","7.462322759822236","0.056020116907782205"
"556164","OPPM01AGNCN2","idA+","A","2024-10-01","99.84000","99.83000","99.84000","2","14","13.9776","99.8400","7.00000","7.709235771607369","0.2210150818373129"
"556165","OPPM01CCN4","idA+","A","2024-10-01","105.70000","105.70000","105.70000","1","10","10.57","105.7000","11.00000","9.465348301332279","3.5980159012058883"
"556166","OPPM03B","idA+","A","2024-10-01","106.51000","106.05000","106.05000","3","27","28.633499999999998","106.0500","10.50000","4.77940802679624","1.020249388461409"
"556167","ORI024T6","-","-","2024-10-01","101.25000","98.65000","98.65000","9","3.958","3.9045670000000006","98.6500","6.35000","6.669008425715206","4.1213306285375655"
"556168","ORI025T6","-","-","2024-10-01","101.30000","98.85000","101.30000","7","1.17","1.1852099999999999","101.3000","6.40000","6.110463947627479","4.463922258138678"
"556169","PALM02CN1","idA","A","2024-10-01","99.95000","99.94000","99.95000","2","10","9.995","99.9500","7.50000","7.751108936245371","0.1670918034033379"
"556170","PBS005","-","-","2024-10-01","99.02000","99.00000","99.01000","3","7.5","7.425750000000001","99.0100","6.75000","6.844674924727618","10.126618393801172"
"556171","PBS012","-","-","2024-10-01","113.43000","113.40000","113.43000","2","10","11.343000000000002","113.4300","8.87500","6.488036837921355","5.219352699719135"
"556172","PBS017","-","-","2024-10-01","100.00000","99.97000","100.00000","5","60","60","100.0000","6.12500","6.121695820315121","0.9645966721634922"
"556173","PBS021","-","-","2024-10-01","104.35000","104.34000","104.35000","2","8","8.347999999999999","104.3500","8.50000","6.272724661200161","1.873324365427842"
"556174","PBS028","-","-","2024-10-01","110.20000","109.75000","109.85000","7","34.621","38.0311685","109.8500","7.75000","6.875272906847002","10.657722759493012"
"556175","PBS034","-","-","2024-10-01","98.86000","98.36000","98.86000","2","2.05","2.02663","98.8600","6.50000","6.621099846471686","9.168138982091017"
"556176","PBSG001","-","-","2024-10-01","101.05000","101.05000","101.05000","1","20","20.21","101.0500","6.62500","6.373581934801161","4.164188234391162"
"556177","PIKI01B","idAAA","AAA","2024-10-01","101.47000","101.45000","101.47000","2","4","4.0588","101.4700","9.15000","7.13999827512443","0.7127401525868247"
"556178","PPLN03DCN6","idAAA","AAA","2024-10-01","111.25000","111.20000","111.25000","2","6","6.675","111.2500","8.70000","7.15453055282501","6.9472550371849096"
"556179","PPLN03ECN6","idAAA","AAA","2024-10-01","105.80000","105.80000","105.80000","2","0.3","0.31739999999999996","105.8000","9.05000","8.37514503480504","8.380974613127258"
"556180","SIAGII02ACN4","A(idn)(sy)","NIG","2024-10-01","100.06000","100.06000","100.06000","2","6","6.0036000000000005","100.0600","8.10000","7.813322433087774","0.22095867190477805"
"556181","SIBMTR03BCN1","idA+(sy)","A","2024-10-01","100.50000","100.40000","100.50000","6","150","150.75","100.5000","10.00000","9.310039902861432","0.7085179235084965"
"556182","SIPPLN02CCN2","idAAA(sy)","A","2024-10-01","109.07000","109.06000","109.07000","2","6","6.5442","109.0700","8.70000","7.209722135201872","5.8180598671248935"
"556183","SIPPLN04CCN1","idAAA(sy)","A","2024-10-01","105.33000","105.30000","105.30000","3","30","31.59","105.3000","7.90000","6.806652666291215","4.7276759366327905"
"556184","SISGRO01ACN3","idA(sy)","A","2024-10-01","99.50000","99.50000","99.50000","2","20","19.9","99.5000","7.15000","8.363155030047059","0.40740849449316113"
"556185","SISGRO01BCN1","idA(sy)","A","2024-10-01","100.96000","100.95000","100.96000","3","12.2","12.317119999999997","100.9600","9.75000","7.412647878505917","0.4095712852589432"
"556186","SMFP07ACN6","idAAA","AAA","2024-10-01","100.40000","100.40000","100.40000","1","5","5.02","100.4000","6.70000","6.253001479409376","0.8956835984892795"
"556187","SMMF02BCN1","irA+","NIG","2024-10-01","102.44000","102.42000","102.44000","2","4","4.0976","102.4400","11.50000","8.285433121311419","0.7377511449451852"
"556188","SMPPGD02CN4","idAAA(sy)","A","2024-10-01","98.75000","98.47000","98.75000","4","12","11.85","98.7500","0.00000","0.6637294033840758","1.8935970403501794"
"556189","SMPTHK01ACN2","idAA-(sy)","AA","2024-10-01","100.81000","100.80000","100.81000","2","2","2.0162","100.8100","6.50000","3.5758482568417205","0.27347728090981865"
"556190","SMRA04BCN3","idA+","A","2024-10-01","102.56000","102.55000","102.56000","2","2","2.0512","102.5600","9.30000","8.627505847582235","3.751059889444671"
"556191","SPNS18112024","-","-","2024-10-01","99.21000","99.21000","99.21000","1","50","49.605","99.2100","0.00000","6.216731963593736","0.12650261825672143"
"556192","SPNS20012025","-","-","2024-10-01","98.02000","98.00000","98.01000","6","780","764.4780000000001","98.0100","0.00000","6.83301301076602","0.29166565858314725"
"556193","SPSMFBTN06A","idAAA(sf)","AAA","2024-10-01","100.57000","99.89000","100.57000","6","0.038","0.038216599999999996","100.5700","6.50000","6.40613679948706","5.977063605068243"
"556194","SR018T5","-","-","2024-10-01","101.35000","99.00000","101.30000","5","0.651","0.6594629999999999","101.3000","6.40000","5.974981641696721","3.04417966769258"
"556195","SWIATA01ACN1","idA-(sy)","A","2024-10-01","100.00000","100.00000","100.00000","2","2.6","2.6","100.0000","10.75000","10.513517284450907","0.03971695727327156"
"556196","SWIATA01BCN1","idA-(sy)","A","2024-10-01","100.00000","100.00000","100.00000","2","2.6","2.6","100.0000","11.25000","11.248869052662211","1.7337208497692134"
"556197","SWMEDP01ACN1","idA(sy)","A","2024-10-01","99.78000","99.78000","99.78000","2","2","1.9956","99.7800","8.00000","8.267128461069237","0.7968505892669702"
"556198","WOMF05ACN1","idAA+","AA","2024-10-01","100.17000","100.17000","100.17000","1","5","5.008500000000001","100.1700","6.75000","6.522749129378747","0.7431849460454052"
"556199","FR0040","-","-","2024-10-01","106.68000","105.05000","106.60000","54","0.24","0.25583999999999996","106.6000","11.00000","3.8939186488633775","0.9127965403657449"
"556200","FR0056","-","-","2024-10-01","105.37000","103.57000","104.20000","27","2267.168","2362.3890560000004","104.2000","8.37500","6.06260428858449","1.786999584645574"
"556201","FR0059","-","-","2024-10-01","102.95000","100.80000","100.80000","11","22.882","23.065056","100.8000","7.00000","6.657998549813243","2.3043891188626553"
"556202","FR0062","-","-","2024-10-01","100.50000","95.25000","98.75000","30","6.721","6.6369875","98.7500","6.37500","6.49510026678725","10.117549607250764"
"556203","FR0064","-","-","2024-10-01","102.00000","98.00000","100.45000","34","74.56","74.89552","100.4500","6.12500","5.982380176487456","3.137420154232019"
"556204","FR0065","-","-","2024-10-01","102.50000","99.40000","99.50000","42","169.449","168.60175500000003","99.5000","6.62500","6.700722305216917","6.324675025626186"
"556205","FR0068","-","-","2024-10-01","114.00000","112.00000","113.75000","12","167.014","189.97842500000002","113.7500","8.37500","6.4124688592239565","6.669361930364721"
"556206","FR0071","-","-","2024-10-01","113.00000","110.65000","110.71000","12","221.459","245.17725889999997","110.7100","9.00000","6.2101868016779775","3.680183508557785"
"556207","FR0072","-","-","2024-10-01","114.50000","111.90000","112.45000","22","438.199","492.75477550000005","112.4500","8.25000","6.690336850401758","7.471931597401743"
"556208","FR0075","-","-","2024-10-01","107.60000","105.15000","106.60000","14","298.897","318.62420199999997","106.6000","7.50000","6.750179094329995","8.412535815116184"
"556209","FR0076","-","-","2024-10-01","107.35000","104.85000","106.99000","27","6.425","6.874107499999999","106.9900","7.37500","6.776575960381148","11.21974609355413"
"556210","FR0079","-","-","2024-10-01","116.00000","114.00000","114.50000","15","80.732","92.43814","114.5000","8.37500","6.78959393524184","8.484075560634576"
"556211","FR0080","-","-","2024-10-01","109.20000","106.40000","107.00000","15","83.82","89.6874","107.0000","7.50000","6.576910184705219","7.270442132589908"
"556212","FR0082","-","-","2024-10-01","104.55000","101.85000","103.42000","16","87.375","90.363225","103.4200","7.00000","6.301505004727829","4.82436278613691"
"556213","FR0083","-","-","2024-10-01","108.40000","104.35000","107.35000","35","202.642","217.53618699999998","107.3500","7.50000","6.729621553606377","9.046462437384681"
"556214","FR0086","-","-","2024-10-01","100.35000","98.25000","98.25000","28","6.729","6.6112424999999995","98.2500","5.50000","6.714149655394552","1.410989818221408"
"556215","FR0087","-","-","2024-10-01","101.90000","98.35000","99.90000","87","447.06","446.61294000000004","99.9000","6.50000","6.517507070330557","5.108743784515201"
"556216","FR0088","-","-","2024-10-01","100.00000","95.50000","99.50000","65","16.45","16.367749999999997","99.5000","6.25000","6.309621721739999","8.057105873859555"
"556217","FR0089","-","-","2024-10-01","103.50000","97.40000","103.00000","76","109.77","113.06309999999999","103.0000","6.87500","6.633471410427514","12.280159308320503"
"556218","FR0090","-","-","2024-10-01","99.60000","95.90000","97.55000","35","120.246","117.299973","97.5500","5.12500","6.181551078898272","2.2832802798833836"
"556219","FR0092","-","-","2024-10-01","106.80000","100.90000","105.50000","30","14.66","15.4663","105.5000","7.12500","6.592650553261219","9.997324561230734"
"556220","FR0093","-","-","2024-10-01","101.25000","96.50000","99.75000","58","34.98","34.89255","99.7500","6.37500","6.4025094953011354","8.536833084429263"
"556221","FR0095","-","-","2024-10-01","101.00000","100.25000","100.70000","14","10.707","10.781949000000003","100.7000","6.37500","6.166326579424702","3.3635813273084154"
"556222","FR0096","-","-","2024-10-01","105.95000","101.50000","103.25000","39","443.061","457.4604825","103.2500","7.00000","6.489089930183938","6.252844496660208"
"556223","FR0101","-","-","2024-10-01","103.25000","101.80000","102.69000","33","1022.209","1049.7064220999998","102.6900","6.87500","6.1851719021029785","3.74877990336091"
"556224","ORI020","-","-","2024-10-01","100.75000","98.82000","100.75000","60","0.691","0.6961824999999999","100.7500","4.95000","0","0"
"556225","ORI021","-","-","2024-10-01","100.70000","97.00000","100.35000","87","16.515","16.5728025","100.3500","4.90000","3.9215865760264528","0.3651232956221209"
"556226","ORI022","-","-","2024-10-01","101.50000","98.65000","98.75000","32","8.611","8.503362500000001","98.7500","5.95000","7.2173967950457785","0.9602599895551446"
"556227","ORI023T3","-","-","2024-10-01","101.00000","96.80000","98.80000","29","11.674","11.533912","98.8000","5.90000","6.615574266293628","1.648539127139752"
"556228","ORI023T6","-","-","2024-10-01","100.70000","97.50000","98.65000","16","2.803","2.7651595","98.6500","6.10000","6.429149217319495","4.037085038444814"
